sku,nombre,categoria,precio,stock,stock_minimo
SKU00914,Bocina Bluetooth HyperX,Audio,2976.68,9,20
SKU00915,Audifonos Gaming Seagate,Audio,1551.66,8,10
SKU00916,Monitor Gaming WD,Electronica,20061.19,8,25
SKU00917,SSD Externo BenQ,Almacenamiento,2068.55,34,25
SKU00918,Audifonos Gaming Epson,Audio,516.09,16,50
SKU00919,HDD Epson,Almacenamiento,692.36,10,5
SKU00920,Notebook Logitech,Electronica,11944.95,41,20
SKU00921,Monitor 4K,Electronica,9041.65,4,5
SKU00922,Barra Sonido Xiaomi,Audio,4852.91,78,50
SKU00923,Fuente Poder Corsair,Componentes,2024.92,66,25
SKU00924,RAM Samsung,Componentes,723.27,15,15
SKU00925,Monitor Gaming Kingston,Electronica,21170.43,142,50
SKU00926,Fuente Poder,Componentes,2516.39,78,30
SKU00927,Mouse Ergonomico Acer,Accesorios,1030.35,2,25
SKU00928,Tarjeta Video Seagate,Componentes,24924.98,11,15
SKU00929,Procesador Anker,Componentes,8249.64,10,30
SKU00930,Stylus Lenovo,Accesorios,2571.53,26,30
SKU00931,Mouse Gaming Logitech,Accesorios,1670.31,27,10
SKU00932,Teclado Dell,Accesorios,1379.83,3,5
SKU00933,Ventilador,Componentes,978.63,78,30
SKU00934,Stylus Logitech,Accesorios,1090.74,0,25
SKU00935,Procesador Canon,Componentes,15639.99,37,15
SKU00936,Monitor Anker,Electronica,9378.33,17,30
SKU00937,Barra Sonido Kingston,Audio,2453.55,10,10
SKU00938,Mouse SanDisk,Accesorios,169.79,35,15
SKU00939,MicroSD LG,Almacenamiento,536.64,121,50
SKU00940,Audifonos Bluetooth Acer,Audio,1315.93,18,15
SKU00941,Fuente Poder Corsair,Componentes,1623.94,43,25
SKU00942,Teclado Gaming TP-Link,Accesorios,3097.77,6,15
SKU00943,Bocina Seagate,Audio,2227.79,12,25
SKU00944,SSD Externo TP-Link,Almacenamiento,1070.61,1,20
SKU00945,Teclado Mecanico Gigabyte,Accesorios,1530.15,58,25
SKU00946,NAS WD,Almacenamiento,9811.95,25,10
SKU00947,SSD TP-Link,Almacenamiento,2358.12,65,25
SKU00948,Laptop Samsung,Electronica,12818.82,29,50
SKU00949,Barra Sonido Asus,Audio,6311.19,69,25
SKU00950,USB Drive Logitech,Almacenamiento,111.59,10,5
SKU00951,Audifonos Xiaomi,Audio,639.47,7,5
SKU00952,Licencia Office,Software,3102.14,2,10
SKU00953,Procesador SanDisk,Componentes,14096.30,53,20
SKU00954,Mouse Apple,Accesorios,216.82,9,15
SKU00955,Audifonos Lenovo,Audio,533.90,17,30
SKU00956,Teclado Mecanico HP,Accesorios,1930.20,24,10
SKU00957,RAM LG,Componentes,1685.72,71,50
SKU00958,Monitor 4K HyperX,Electronica,26391.52,3,5
SKU00959,Microfono MSI,Audio,1331.50,35,30
SKU00960,SSD Externo WD,Almacenamiento,4351.30,15,30
SKU00961,Teclado Gaming MSI,Accesorios,2131.51,51,20
SKU00962,Mouse Gaming Lenovo,Accesorios,769.88,32,20
SKU00963,Mouse Ergonomico Xiaomi,Accesorios,1436.42,26,50
SKU00964,Pantalla Portatil Sony,Electronica,2826.48,2,10
SKU00965,Mouse Canon,Accesorios,402.36,50,30
SKU00966,Teclado Gaming Samsung,Accesorios,2775.26,9,10
SKU00967,MicroSD Acer,Almacenamiento,229.01,47,20
SKU00968,Monitor Apple,Electronica,3465.58,41,25
SKU00969,MacBook Asus,Electronica,19883.80,21,20
SKU00970,USB Drive Samsung,Almacenamiento,301.31,22,20
SKU00971,Procesador TP-Link,Componentes,12850.82,19,10
SKU00972,Mousepad XL,Accesorios,575.73,3,15
SKU00973,Monitor Curvo Seagate,Electronica,20270.60,9,15
SKU00974,Mouse,Accesorios,211.26,16,10
SKU00975,Procesador WD,Componentes,1945.65,8,50
SKU00976,Adaptador WiFi,Redes,620.11,87,30
SKU00977,Teclado Gaming Razer,Accesorios,3404.49,10,5
SKU00978,Ultrabook MSI,Electronica,15698.06,1,15
SKU00979,Microfono USB Corsair,Audio,883.56,5,5
SKU00980,Teclado Mecanico Anker,Accesorios,3520.64,17,15
SKU00981,HDD Externo Acer,Almacenamiento,1617.97,3,5
SKU00982,HDD WD,Almacenamiento,650.69,39,25
SKU00983,Mouse Epson,Accesorios,222.46,23,20
SKU00984,RAM Dell,Componentes,2181.43,38,20
SKU00985,Mouse Gaming MSI,Accesorios,1800.29,13,5
SKU00986,Impresora Laser,Impresion,2836.00,12,20
SKU00987,Laptop Asus,Electronica,12430.54,135,50
SKU00988,Chromebook HP,Electronica,5713.01,13,5
SKU00989,Bocina Bluetooth SanDisk,Audio,3716.26,5,10
SKU00990,Microfono USB,Audio,1724.21,14,10
SKU00991,Mouse Ergonomico MSI,Accesorios,406.28,2,5
SKU00992,Notebook Sony,Electronica,7583.53,72,30
SKU00993,Cable USB C,Cables,111.61,24,30
SKU00994,Mouse Ergonomico WD,Accesorios,645.90,5,25
SKU00995,Monitor Dell,Electronica,9777.41,62,30
SKU00996,Monitor Curvo TP-Link,Electronica,11313.93,88,50
SKU00997,Barra Sonido Sony,Audio,7783.42,73,30
SKU00998,Notebook Sony,Electronica,17734.59,4,10
SKU00999,Procesador MSI,Componentes,11019.03,17,25
SKU01000,Mouse Ergonomico Gigabyte,Accesorios,599.05,4,5
